Vehicle Model,Battery Capacity (kWh),Charging Station Location,Charging Start Time,Charging Duration (hours),Charging Rate (kW),Energy Consumed (kWh),State of Charge (Start %),State of Charge (End %),Temperature (°C),Vehicle Age (years),Charger Type,User Type
Nissan Leaf,43.34561995514649,Houston,2024-03-27 03:00:00,3.401773682090884,,44.20314372612446,64.84988034080466,100.0,25.615568307515847,2,Level 2,Commuter
Chevy Bolt,,San Francisco,2024-03-13 19:00:00,1.5550198196361777,40.853853417367326,48.30141767361239,33.71677187876936,100.0,30.606182432248907,3,DC Fast Charger,Casual Driver
BMW i3,38.745146700361076,New York,2024-03-17 02:00:00,3.792235749658358,20.759327983693247,52.49083339183775,53.2814042587305,100.0,22.48350681301143,5,Level 2,Commuter
Nissan Leaf,38.110383198574304,Los Angeles,2024-01-28 03:00:00,1.6560401272005345,22.233768430238595,23.159286316048355,40.55473027200383,99.09386336954663,19.18290208529525,9,Level 2,Long-Distance Traveler
BMW i3,,Los Angeles,2024-03-22 00:00:00,1.28841063315818,61.18401224962609,44.542574158522186,21.68074225448981,100.0,8.198324903550429,7,DC Fast Charger,Casual Driver
Tesla Model 3,77.15217815409358,Los Angeles,2024-03-17 19:00:00,3.6080060694742495,3.0,4.382885515227402,48.62086134223472,56.43379470940977,27.570911827054633,3,Level 1,Commuter
Nissan Leaf,41.888157347164544,Houston,2024-02-14 05:00:00,4.292542607512681,,115.073876406661,67.26431580785962,100.0,37.00043708223435,4,DC Fast Charger,Casual Driver
Chevy Bolt,64.95011147833056,San Francisco,2024-02-12 04:00:00,2.666927514634585,6.611558171070327,20.601856457212634,55.02640284144181,88.15437463836709,17.363362941592506,2,Level 1,Long-Distance Traveler
Nissan Leaf,43.263750411439716,Houston,2024-02-17 07:00:00,2.89126306912297,17.015711856836557,32.181586687109366,44.261169777386584,100.0,9.814573996267747,8,Level 2,Commuter
Nissan Leaf,42.7637887249235,Chicago,2024-03-29 23:00:00,1.8623640671205461,5.403785323259472,7.408141619574231,69.39082703728069,83.53835196733044,22.177949210008332,6,Level 1,Commuter
Nissan Leaf,38.355158330012785,Los Angeles,2024-03-23 16:00:00,2.725781067995145,19.50418952057282,35.550953948750525,22.246233377274507,100.0,20.031798728006663,3,Level 2,Commuter
Nissan Leaf,,Chicago,2024-02-10 19:00:00,1.0939234910558324,17.270870679628658,10.686122985227895,9.052196714114078,39.946338448898054,5.403771409111513,5,Level 2,Long-Distance Traveler
BMW i3,36.77273398590926,New York,2024-02-16 20:00:00,4.801238733573455,,55.263369783540746,7.08850629753552,100.0,13.967735609504462,5,Level 2,Long-Distance Traveler
Tesla Model 3,67.88605048884719,New York,2024-03-16 01:00:00,4.101622941454683,28.81616281847226,73.57324729786558,51.19471217132189,100.0,41.46182921573916,1,Level 2,Long-Distance Traveler
Hyundai Kona,65.35982986775483,Houston,2024-01-14 05:00:00,3.5058787736998314,25.071591700809897,59.91203014422309,58.96510370772109,100.0,3.829341594690849,5,Level 2,Commuter
Nissan Leaf,36.402919796099596,San Francisco,2024-02-18 18:00:00,2.9218746725798135,8.527886689484008,23.93960021898255,46.28153493649423,100.0,11.712555758906863,6,Level 1,Long-Distance Traveler
Chevy Bolt,68.80994480013575,Chicago,2024-02-10 00:00:00,4.06476111302584,6.93175448508409,24.007456185103802,63.82672883380789,96.74522524563122,8.61543950571485,2,Level 1,Casual Driver
Nissan Leaf,39.81249588462754,San Francisco,2024-02-16 08:00:00,2.7264075781361194,58.08884170137409,97.49455745620733,50.36844307709483,100.0,9.676401893700627,3,DC Fast Charger,Long-Distance Traveler
Chevy Bolt,69.00834064295724,Houston,2024-02-27 07:00:00,1.8498825866953963,26.23899158986392,38.94230033856313,29.112052016586336,85.29923732696486,14.654283270085768,5,Level 2,Commuter
BMW i3,45.430602327427,New York,2024-02-24 13:00:00,1.2216840582500241,54.78830331552289,44.24979500897117,16.781788955942304,100.0,25.380585217535113,3,DC Fast Charger,Casual Driver
Chevy Bolt,55.33658139316973,San Francisco,2024-01-14 18:00:00,3.414135149608133,44.76668755886311,101.5957889359778,65.10208610634515,100.0,35.702750367453575,5,DC Fast Charger,Long-Distance Traveler
Hyundai Kona,63.56567667992728,San Francisco,2024-01-24 14:00:00,4.682415852619314,19.789814258050622,57.35369775477972,11.733814749836167,100.0,22.439859127139798,5,Level 2,Casual Driver
Tesla Model 3,61.61238127105827,New York,2024-01-26 17:00:00,1.1912834907695802,27.290650493661843,21.258967495117975,40.294246243516355,76.62436958744128,11.78741814603758,8,Level 2,Casual Driver
Chevy Bolt,61.142552130391714,Chicago,2024-02-09 11:00:00,1.3100812027286304,5.96653251709809,5.3384132710447645,25.410515142778255,32.651611263150656,38.47898175068389,9,Level 1,Commuter
Chevy Bolt,55.885389552928096,New York,2024-03-06 08:00:00,2.4512271503429077,4.422951727471089,7.289601920909874,22.641975488778712,41.33336409293209,-4.82276225205004,8,Level 1,Casual Driver
Tesla Model 3,66.09233593427791,San Francisco,2024-01-27 01:00:00,4.131047065638601,5.927963850472043,24.96982847405213,46.97926537459826,92.70619405233452,28.081737833745887,3,Level 1,Casual Driver
Hyundai Kona,74.65502730983633,Chicago,2024-02-06 12:00:00,1.8226522803717708,29.797028411095596,33.09028135979914,20.030400930417358,67.45918679971507,7.678896571654441,1,Level 2,Commuter
Nissan Leaf,45.15293870492144,Chicago,2024-01-11 23:00:00,1.6426081610151266,,11.201683165229335,64.56373193825573,91.63807636865813,19.388921870435635,3,Level 2,Commuter
Chevy Bolt,66.01823387257477,New York,2024-03-11 19:00:00,3.2898483115827526,23.63827395993346,49.886182360135145,31.39285409144307,100.0,26.757199130608704,1,Level 2,Commuter
Tesla Model 3,81.25689021320756,San Francisco,2024-03-10 13:00:00,2.9102665184344936,18.92156037314276,32.083612189043635,49.029397537429126,91.0806407203777,0.7354866834022218,9,Level 2,Casual Driver
BMW i3,34.5906657352453,Houston,2024-02-26 11:00:00,0.7709916400035632,25.81712777242683,12.581250708212856,52.304121626358,94.55103957016922,21.69984581901222,3,Level 2,Casual Driver
Tesla Model 3,71.7961640575453,San Francisco,2024-03-20 12:00:00,0.8667048978917444,24.68399595351511,28.809447819634897,49.391210150646465,86.59977822807693,22.62172481496233,8,Level 2,Casual Driver
BMW i3,39.96297815118068,Los Angeles,2024-03-11 23:00:00,3.3935584108314476,14.544076294173188,29.444037501208882,63.72101565804652,100.0,37.54805218596033,6,Level 2,Commuter
Hyundai Kona,,Houston,2024-01-11 15:00:00,2.593056196165008,7.53606397417196,20.64353210885371,20.023506134389876,59.55495019349069,52.5817918066702,3,Level 1,Long-Distance Traveler
Nissan Leaf,37.21499452578006,Chicago,2024-02-05 07:00:00,4.869397362151162,3.634826225402865,12.51968945176206,10.593545404596577,45.95798985287296,1.3643623311493585,9,Level 1,Casual Driver
Tesla Model 3,70.63121619506364,Houston,2024-03-12 16:00:00,3.5533913482852912,19.229661012855452,48.9488751421008,8.605270322228208,82.60358935521049,37.00584420599041,8,Level 2,Long-Distance Traveler
Chevy Bolt,60.75599368496977,Chicago,2024-03-07 11:00:00,0.5453314789695416,21.942830416838113,9.255999513866039,62.05986978087662,78.5330677741026,19.54543719032285,3,Level 2,Commuter
Hyundai Kona,81.7267132016684,Chicago,2024-01-04 08:00:00,2.6645845091020783,31.234329577312483,61.161098158500046,68.26365824604684,100.0,10.29714513041482,7,Level 2,Casual Driver
Tesla Model 3,74.83282978716208,Houston,2024-03-05 22:00:00,2.3650157076596576,7.635824930198353,18.68094593816453,24.664225178306324,51.65794704231644,24.428638043062016,5,Level 1,Long-Distance Traveler
Chevy Bolt,,Chicago,2024-03-22 09:00:00,0.9802123699719592,18.164569563684786,16.82042880046601,50.078405032373,77.83146983060914,4.37250325176413,2,Level 2,Casual Driver
Tesla Model 3,72.99831781788686,Chicago,2024-01-02 00:00:00,4.654439761424856,6.365579794966799,22.905725905593307,5.579330971163678,35.70936449543305,5.088648394351667,8,Level 1,Casual Driver
BMW i3,46.426277280322466,Los Angeles,2024-03-01 00:00:00,4.122550845867757,8.848393548885008,30.911059017785522,17.261048157539207,84.06603348232643,-0.8219036587790498,1,Level 1,Casual Driver
Tesla Model 3,66.40866233083378,San Francisco,2024-02-20 23:00:00,1.5353865878900084,18.232415791300163,24.9092152017764,49.802834860004936,85.34893181814842,26.55306812147876,4,Level 2,Long-Distance Traveler
Tesla Model 3,90.16829996123151,San Francisco,2024-03-07 13:00:00,1.6519134147934875,27.484892490007454,35.7024262390548,9.282664055490134,46.96669523717975,23.924141900231742,4,Level 2,Commuter
Tesla Model 3,74.00672634026544,Los Angeles,2024-03-12 12:00:00,0.6440812399375293,19.38474360976302,15.706208897360897,35.453153244788595,57.77993751959514,10.227395659275398,5,Level 2,Casual Driver
Hyundai Kona,61.23367116878255,Houston,2024-02-07 15:00:00,1.8352285321056843,42.677446755903055,43.78201267795632,48.06791218430668,100.0,,4,DC Fast Charger,Commuter
Tesla Model 3,82.7602965893104,New York,2024-03-24 07:00:00,3.130799040110091,19.544985195486145,43.22149943329759,54.78728113485863,100.0,12.044531721982384,1,Level 2,Commuter
Chevy Bolt,54.65446444773088,New York,2024-02-07 10:00:00,2.393795247740007,13.918577979559652,24.71987836501508,34.49803439208408,80.16704838839662,35.39587512974687,7,Level 2,Long-Distance Traveler
BMW i3,46.315505898332,New York,2024-02-16 13:00:00,4.861649586738563,3.0,18.44606902145343,45.9684625672623,89.87320465575607,21.464970524402492,2,Level 1,Long-Distance Traveler
BMW i3,50.431020333572164,Los Angeles,2024-03-15 09:00:00,0.7523607616865189,21.587323053395707,9.859768128411595,40.07241592153398,55.88813144941655,11.88358012386444,3,Level 2,Commuter
Tesla Model 3,73.06925782077593,Los Angeles,2024-03-23 21:00:00,3.1614357150455477,21.663510608282202,47.41337311743272,8.399875185415873,69.64467677640232,18.620223161021144,5,Level 2,Casual Driver
Hyundai Kona,,Chicago,2024-01-05 22:00:00,4.362392482281717,23.28230892268333,75.50909207966862,53.282304671890024,100.0,4.955089533245712,8,Level 2,Long-Distance Traveler
Hyundai Kona,68.51004068382878,New York,2024-03-07 08:00:00,2.663334105843752,,39.56915851515676,16.203524532549373,76.77055384827224,22.600800356531252,8,Level 2,Casual Driver
Chevy Bolt,63.940165557986575,Houston,2024-02-27 08:00:00,0.5133322425217857,11.658506248211644,2.0,7.0673595301996865,8.7251103154556,20.366600952364536,2,Level 1,Casual Driver
Tesla Model 3,85.92692268148792,Houston,2024-03-10 00:00:00,1.5926067492182383,22.842046716363487,39.168822752578464,34.3259145587442,79.60866097712919,26.329369533405206,9,Level 2,Casual Driver
BMW i3,51.78440972781824,New York,2024-01-29 04:00:00,1.9569603905058477,,46.835953264718796,61.26644317329817,100.0,30.549828717016858,6,DC Fast Charger,Commuter
Hyundai Kona,65.83287290484466,New York,2024-03-20 18:00:00,4.846975225508581,41.040681154379335,119.1743507768599,14.803913447966861,100.0,21.387389322238466,9,DC Fast Charger,Casual Driver
Tesla Model 3,81.3752435310155,New York,2024-01-22 18:00:00,4.602979768274148,22.001523346743642,60.75846040926798,5.835739717603374,78.22773577687072,2.284140142670452,4,Level 2,Commuter
Hyundai Kona,73.7743904521265,Los Angeles,2024-01-05 14:00:00,4.771267272984336,19.822866912207648,66.37232158930516,12.148650324752113,100.0,31.188359989676577,3,Level 2,Commuter
Hyundai Kona,55.86732246546994,Los Angeles,2024-03-08 05:00:00,4.215913059276358,15.857600514182678,50.962296654196564,28.637842431554436,100.0,20.17596760135599,5,Level 2,Casual Driver
BMW i3,31.622985602204114,Los Angeles,2024-01-05 15:00:00,2.08241480351257,21.705759586835683,37.68319369032429,42.711171549434745,100.0,-2.7287513327605026,5,Level 2,Casual Driver
Nissan Leaf,39.71223039797047,San Francisco,2024-01-15 07:00:00,4.576443899432903,6.911551541235316,22.62330008346423,17.545788709083016,74.85671007049048,23.715377647575668,4,Level 1,Casual Driver
Chevy Bolt,49.47905185548372,Houston,2024-03-14 03:00:00,4.91758027671672,29.978468667483575,87.71836475793035,57.12766032646709,100.0,24.621487686899435,7,Level 2,Casual Driver
Chevy Bolt,58.11602942215229,Houston,2024-01-24 03:00:00,2.0753209052372883,17.41955146438952,23.112844909037744,53.96431283569033,96.20242898385364,15.698244308836088,8,Level 2,Commuter
BMW i3,43.88624120519482,Chicago,2024-03-19 19:00:00,1.6725018469390203,46.65817755273462,50.503925650910034,50.23113507891545,100.0,17.6259577179546,5,DC Fast Charger,Casual Driver
Hyundai Kona,62.07052863761412,Los Angeles,2024-02-01 00:00:00,2.961123317519996,29.96308194547816,57.49577616272601,36.68553754051036,100.0,12.856818663239547,9,Level 2,Casual Driver
Tesla Model 3,73.86725561517048,San Francisco,2024-01-09 13:00:00,1.342184866695185,23.642931039653046,31.26311272562434,28.739102083709046,73.9350129833238,24.99352015418753,7,Level 2,Commuter
Hyundai Kona,56.98833440465353,San Francisco,2024-02-14 09:00:00,0.6468089963287109,17.39022636240309,4.664119360248149,29.4131303627127,39.11591867913613,21.679896619914533,7,Level 2,Long-Distance Traveler
BMW i3,46.728861263825664,Houston,2024-03-05 16:00:00,4.756240270021413,18.426339077445455,50.26547126545786,37.69958477212266,100.0,9.101255596506753,8,Level 2,Long-Distance Traveler
Chevy Bolt,53.61921979726596,Los Angeles,2024-02-25 20:00:00,4.665832845986387,15.929206224826693,48.23269476787123,10.025454647372545,98.07822360121548,39.415646945458946,4,Level 2,Commuter
Hyundai Kona,49.279687882614766,Chicago,2024-02-06 02:00:00,1.2319423419295448,7.154545255347321,10.691712486204914,49.34985508635898,73.04116180720182,12.0103631680885,6,Level 1,Long-Distance Traveler
Chevy Bolt,58.75596736480068,Los Angeles,2024-03-18 14:00:00,2.334831111183737,27.155799924178353,38.73068954003506,27.847990360604634,93.30762229490699,-12.478221493778364,5,Level 2,Commuter
Tesla Model 3,82.32015939935965,New York,2024-02-25 18:00:00,4.239663409727084,63.047210205058605,163.41576059150967,19.60932056601476,100.0,14.351909164890355,1,DC Fast Charger,Casual Driver
Chevy Bolt,60.47898475129786,Los Angeles,2024-02-27 14:00:00,3.4745013446938384,14.568591345326114,41.48718785421296,23.09125958241153,92.18437663328493,,9,Level 2,Casual Driver
Chevy Bolt,53.01121790951859,New York,2024-03-05 16:00:00,2.276543791268213,8.73823447396666,18.352303197593397,16.719128543604157,57.67834356576185,17.52161556140073,2,Level 1,Long-Distance Traveler
Nissan Leaf,,New York,2024-02-17 11:00:00,3.848769487322685,22.82156398900274,50.2270670163245,63.60192555930625,100.0,0.3826426629886548,6,Level 2,Casual Driver
Nissan Leaf,42.19151852384175,Chicago,2024-03-12 22:00:00,4.536713246945859,47.904557081306024,130.76363796075617,15.987438563565817,100.0,7.6629026738016925,8,DC Fast Charger,Long-Distance Traveler
Nissan Leaf,40.45158345759463,Houston,2024-02-13 01:00:00,4.667712487366407,6.165323920241367,22.629364002310353,62.39019772816607,100.0,7.028163010711307,3,Level 1,Long-Distance Traveler
Chevy Bolt,58.41249451866848,Los Angeles,2024-01-14 23:00:00,2.2048232536498507,12.395340820526428,14.252187601935054,42.19582073794933,69.07179816979544,13.096565058968475,5,Level 2,Casual Driver
BMW i3,44.91623208985649,New York,2024-03-21 06:00:00,1.2810230603276849,55.10398903254597,48.445304944149385,61.38431210027591,100.0,16.859540282477976,7,DC Fast Charger,Casual Driver
Chevy Bolt,49.569438583079126,Los Angeles,2024-01-04 07:00:00,4.607774861872888,15.405716120783254,45.14313153138635,35.81417409885829,100.0,25.92625530720743,4,Level 2,Long-Distance Traveler
BMW i3,36.63626765542452,Houston,2024-01-09 21:00:00,0.9164995063746272,44.01443347953833,29.29280459947909,65.29619176626979,100.0,21.541264459534805,5,DC Fast Charger,Casual Driver
BMW i3,34.16875141316814,Houston,2024-02-29 17:00:00,3.7475977605267365,24.089923172766483,57.92289502292124,18.746898334542763,100.0,22.116845384865456,1,Level 2,Commuter
Nissan Leaf,46.741931859940784,San Francisco,2024-02-08 06:00:00,1.1322379168736074,12.91682214775447,8.060305694726525,41.05496393507285,58.661978852746735,41.35223750913173,4,Level 2,Casual Driver
Hyundai Kona,68.98422204691872,Houston,2024-01-12 17:00:00,2.252240846004615,15.396030285926502,23.27779335834138,13.179514883388494,45.8157135086662,30.329952083779023,7,Level 2,Casual Driver
Tesla Model 3,76.48100027451214,Chicago,2024-01-07 20:00:00,2.352000859452623,9.43732531828708,26.607506162129624,34.06931853815368,70.49906498884909,29.27365596364761,7,Level 1,Commuter
Nissan Leaf,32.746891733235955,New York,2024-01-06 07:00:00,1.2144106180043752,7.244117759145459,19.01192549164287,42.04374028204475,100.0,-1.757943353174042,4,Level 1,Casual Driver
Nissan Leaf,43.720738944740596,San Francisco,2024-02-12 04:00:00,4.652066453029754,18.688993164378136,46.60141292430667,44.36888944125619,100.0,10.978332830112283,6,Level 2,Casual Driver
Hyundai Kona,73.70578094494272,Chicago,2024-02-04 00:00:00,0.5120067560417882,7.2519923086070195,11.907589473294276,28.75937179897314,50.85025315456875,0.8357120507014884,5,Level 1,Long-Distance Traveler
Tesla Model 3,79.5719578917085,Los Angeles,2024-01-04 11:00:00,4.522138444474837,25.347381687548683,75.56559100034565,9.961816740819433,100.0,10.771366305852627,1,Level 2,Casual Driver
Chevy Bolt,59.78893550097866,New York,2024-01-27 00:00:00,4.4772319556396845,58.998143129901415,173.96469548680224,47.59619463987242,100.0,29.538400552257315,8,DC Fast Charger,Casual Driver
Chevy Bolt,63.79030819110369,Houston,2024-02-10 17:00:00,1.9263364416410074,41.10051859712169,49.303218185054945,36.748070929463054,100.0,15.286057352988493,7,DC Fast Charger,Commuter
Nissan Leaf,,New York,2024-01-22 13:00:00,3.66927921445674,16.87580918543911,45.769992316885535,13.897126331421699,100.0,32.869299141919086,5,Level 2,Long-Distance Traveler
Tesla Model 3,82.40860986911791,Los Angeles,2024-03-21 19:00:00,1.6376401008424197,54.866746389429814,58.7583719356516,65.83193801139647,100.0,28.31762242475393,7,DC Fast Charger,Long-Distance Traveler
Nissan Leaf,44.518428208964764,San Francisco,2024-01-20 12:00:00,3.914481030142723,25.202062842500506,69.30019155938312,67.1184630419238,100.0,20.60543328046438,3,Level 2,Long-Distance Traveler
